name,overallAttribute,closeShot,midRangeShot,threePointShot,freeThrow,shotIQ,offensiveConsistency,layup,standingDunk,drivingDunk,postHook,postFade,postControl,drawFoul,hands,interiorDefense,perimeterDefense,steal,block,lateralQuickness,helpDefenseIQ,passPerception,defensiveConsistency,speed,acceleration,strength,vertical,stamina,hustle,overallDurability,passAccuracy,ballHandle,speedWithBall,passIQ,passVision,offensiveRebound,defensiveRebound
Garrett Temple,70.0,82,55,74,79,70,40,70,25,30,37,55,46,40,85,46,78,56,60,76,77,74,70,57,57,44,69,85,79,82,75,75,57,74,37,39,54
Garrison Mathews,73.0,74,78,80,80,82,80,79,45,55,36,47,48,54,95,42,59,46,52,60,58,52,45,50,50,44,65,89,88,79,71,76,47,82,30,35,50
Gary Harris,74.0,91,70,82,81,50,55,79,40,50,28,51,47,60,75,68,84,46,37,81,80,55,80,70,75,53,78,85,70,83,75,76,70,70,38,36,38
Gary Payton II,77.0,89,70,79,66,80,60,79,35,75,30,42,42,75,89,79,83,97,56,80,76,91,80,81,81,48,85,85,80,83,75,78,81,72,34,57,63
Gary Trent Jr.,78.0,85,79,82,91,90,90,82,40,75,44,57,46,69,73,50,61,76,45,74,60,64,35,85,85,58,90,80,70,82,70,71,77,71,37,30,44
George Hill,73.0,58,78,73,93,70,60,79,25,45,33,61,38,42,90,48,75,46,37,78,73,70,70,76,76,52,88,92,74,79,78,86,76,77,47,41,49
Georges Niang,73.0,90,73,84,86,70,65,75,25,50,70,71,70,51,74,60,55,36,42,55,62,60,40,44,46,60,72,88,80,84,65,67,44,70,36,33,53
Giannis Antetokounmpo,97.0,81,80,71,68,98,98,98,85,91,79,74,87,97,95,91,95,46,80,95,96,88,95,90,87,94,85,98,95,91,84,87,80,95,76,57,92
Goga Bitadze,75.0,82,62,71,64,80,70,60,75,65,72,67,74,40,85,64,25,42,85,30,80,40,55,53,54,78,63,80,75,80,54,60,52,69,42,79,64
Goran Dragic,74.0,86,77,71,83,70,60,75,25,45,25,60,39,79,85,32,73,56,42,73,74,70,70,76,76,44,72,92,85,84,80,86,76,80,71,39,53
Gordon Hayward,80.0,73,92,83,85,75,75,80,40,75,40,65,58,70,91,56,73,42,52,76,73,58,65,80,77,63,75,88,86,78,74,77,77,79,62,37,57
Gorgui Dieng,74.0,85,66,79,87,65,50,59,70,64,76,55,72,70,70,69,43,43,71,52,80,59,65,43,46,73,70,91,83,83,31,35,31,62,48,68,87
Grant Williams,77.0,83,64,85,87,95,65,77,50,60,59,58,66,55,81,68,58,37,67,70,69,60,65,58,60,73,66,88,85,80,69,66,54,72,31,43,54
Grayson Allen,75.0,79,70,84,85,95,85,78,25,70,31,43,42,62,78,35,72,40,50,74,70,74,45,84,78,44,81,85,80,82,70,73,79,74,34,34,52
Greg Brown III,72.0,66,65,68,70,50,30,66,75,80,52,49,52,40,68,62,62,59,76,65,60,53,45,78,78,40,98,80,80,83,45,68,65,35,35,56,68
Hamidou Diallo,76.0,91,79,66,74,90,85,87,45,93,31,29,38,69,75,40,65,83,51,77,60,78,40,85,85,52,97,85,80,81,75,79,79,79,39,52,72
Harrison Barnes,80.0,83,82,83,84,80,75,83,55,81,48,65,83,60,88,67,75,37,37,75,65,65,60,77,72,70,95,92,75,82,72,78,73,75,41,41,63
Haywood Highsmith,68.0,70,70,75,73,75,55,68,35,50,42,44,41,44,80,41,60,32,58,70,55,65,35,70,70,50,79,80,65,86,55,70,64,55,30,60,52
Herbert Jones,78.0,69,71,77,77,90,80,79,55,75,62,62,62,55,85,52,84,83,65,84,75,78,80,74,74,59,72,82,85,80,69,75,69,75,40,47,48
Immanuel Quickley,77.0,85,71,78,93,80,85,79,40,55,50,51,45,66,95,37,71,43,30,74,69,44,55,82,82,54,79,89,80,79,84,83,76,84,72,34,58
Isaac Okoro,75.0,56,60,78,76,95,75,80,45,75,47,49,50,69,95,60,80,42,50,83,78,77,80,77,77,67,80,89,80,82,69,72,73,69,36,45,42
Isaiah Hartenstein,74.0,89,70,71,63,75,75,77,75,65,56,57,59,69,75,60,41,59,86,50,65,54,40,62,62,62,70,80,88,77,50,56,42,60,70,72,70
Isaiah Jackson,76.0,87,69,59,70,65,60,79,85,80,59,48,55,56,80,70,54,70,90,64,66,49,55,73,73,65,81,82,80,80,40,59,54,44,27,81,72
Isaiah Joe,69.0,80,75,76,85,89,50,69,40,60,35,38,30,45,85,42,69,38,35,77,61,52,55,72,74,47,79,80,75,87,57,68,63,59,35,30,47
Isaiah Livers,72.0,69,76,82,87,85,70,76,25,65,26,32,35,44,80,37,65,49,56,74,60,60,55,73,73,55,71,85,66,82,68,70,70,65,35,45,56
Isaiah Mobley,69.0,68,70,69,68,65,55,60,60,71,58,57,58,58,90,61,44,41,69,49,55,44,45,58,58,62,69,87,65,80,68,49,44,75,54,60,62
Isaiah Roby,75.0,83,74,80,75,95,80,78,75,75,50,51,62,60,85,62,60,53,72,63,60,60,50,74,72,60,79,80,85,80,48,55,50,47,45,65,65
Isaiah Stewart,76.0,86,82,73,69,65,55,76,75,70,75,64,80,70,79,70,54,32,78,60,72,42,50,63,62,80,70,89,87,77,44,34,52,50,33,84,85
Isaiah Todd,70.0,69,70,74,76,60,40,70,70,80,62,62,62,34,80,55,52,35,50,65,58,54,40,60,60,70,80,80,75,80,59,69,52,57,39,55,59
Ish Smith,75.0,75,90,81,55,65,65,79,25,30,25,32,25,62,81,25,74,59,57,77,64,52,50,87,87,32,70,80,78,83,86,86,87,85,76,36,52
Ish Wainright,70.0,68,66,71,75,75,40,69,50,60,49,48,50,44,81,68,69,83,55,80,69,66,60,81,81,82,75,88,90,80,52,68,66,54,30,65,44
Ivica Zubac,77.0,93,74,26,76,70,55,76,80,75,81,54,84,75,82,77,34,37,74,45,75,40,45,26,25,75,75,80,90,80,70,35,26,47,39,84,84
Izaiah Brockington,67.0,70,68,72,75,75,50,71,25,50,32,30,29,40,85,54,65,37,45,66,60,59,45,74,74,40,70,88,70,84,67,74,74,68,52,34,50
J.T. Thor,70.0,71,70,65,74,55,40,70,55,70,67,66,68,41,75,65,63,43,78,64,62,62,50,84,84,50,82,85,80,80,65,60,69,66,37,47,58
JD Davison,69.0,70,73,71,73,50,50,72,25,85,30,31,38,40,80,25,56,69,61,68,70,54,45,85,85,54,84,88,45,80,72,86,84,75,72,6,69
Ja Morant,93.0,96,84,79,84,98,98,96,25,97,52,52,52,97,98,49,79,69,59,83,79,78,70,94,94,52,97,97,95,80,95,95,94,96,92,56,61
JaMychal Green,76.0,73,72,66,78,90,80,69,70,70,63,56,64,69,95,69,51,56,62,62,69,60,35,59,55,69,74,85,85,81,55,35,44,61,34,66,76
JaVale McGee,77.0,93,64,55,67,45,60,64,95,85,78,58,64,65,37,79,47,36,88,53,84,67,65,65,47,75,69,72,75,80,25,35,26,48,30,91,91
Jabari Smith Jr.,78.0,80,80,81,80,70,70,75,65,85,69,69,69,54,85,70,69,64,65,72,67,67,55,76,76,60,75,89,70,80,65,75,69,66,49,57,74
Jabari Walker,68.0,70,66,78,78,50,40,69,30,70,52,52,52,59,80,59,59,37,51,73,55,57,45,75,75,46,79,80,70,80,52,60,71,54,33,49,54
Jack White,67.0,69,64,66,74,50,35,68,55,65,55,55,55,47,59,60,62,37,45,67,68,59,55,56,57,55,72,80,90,80,55,54,47,56,30,62,62
Jaden Hardy,70.0,72,75,74,79,45,45,76,40,80,47,49,49,54,85,34,55,65,33,76,50,51,50,83,83,39,85,84,85,80,65,83,76,65,66,46,50
Jaden Ivey,76.0,81,74,75,74,75,70,85,30,85,44,42,44,68,90,59,71,62,44,82,70,69,65,92,92,54,85,92,85,80,82,86,92,79,69,37,48
Jaden McDaniels,75.0,83,77,74,61,95,75,74,40,75,52,56,54,52,79,75,75,42,68,76,76,74,75,79,78,60,80,85,84,90,44,78,70,40,31,47,58
Jaden Springer,70.0,74,73,77,81,75,45,74,25,50,28,45,32,55,80,44,69,66,50,80,68,67,60,82,82,49,72,85,70,80,75,81,82,75,65,30,37
Jae Crowder,76.0,92,86,78,80,80,45,77,70,60,63,65,60,47,85,70,78,73,53,79,80,90,75,68,69,82,73,93,93,89,65,75,66,83,35,34,70
Jae'Sean Tate,77.0,79,70,74,72,98,90,84,65,75,69,68,69,64,85,70,70,49,57,70,68,69,65,69,69,65,75,89,95,80,70,74,62,72,64,61,64
Jake LaRavia,71.0,72,72,80,78,60,50,69,60,75,45,47,46,61,70,69,43,64,45,69,66,58,40,59,59,62,72,88,85,80,69,68,57,68,62,52,62
Jakob Poeltl,78.0,97,79,45,48,80,80,63,75,60,77,60,75,64,85,81,45,38,85,34,79,67,80,51,37,74,57,80,84,80,69,38,31,62,54,89,76
Jalen Brunson,83.0,97,88,81,79,98,95,83,40,50,50,56,50,75,95,55,70,41,27,78,65,55,35,82,82,42,69,93,90,81,87,88,81,88,84,34,54
Jalen Duren,73.0,66,57,35,63,50,50,70,80,80,60,49,54,59,80,72,62,42,79,67,72,66,60,73,73,81,84,89,90,80,59,59,59,50,37,83,69
Jalen Green,82.0,74,81,77,81,95,95,87,40,91,56,56,56,79,95,45,73,37,45,77,70,68,60,88,88,55,92,88,85,80,75,86,84,78,50,33,50
Jalen Johnson,73.0,66,74,69,63,70,55,81,70,65,66,74,69,53,80,66,66,40,55,73,60,57,40,76,76,68,82,85,80,80,68,58,74,69,28,34,80
Jalen McDaniels,73.0,70,70,79,64,85,70,80,60,65,62,68,59,52,68,59,55,42,62,60,55,50,35,73,73,60,73,80,80,80,55,62,69,59,36,46,66
Jalen Smith,76.0,94,79,76,72,68,55,60,85,80,68,66,67,47,80,70,48,35,78,62,73,44,55,69,68,65,86,82,75,80,29,38,49,40,28,80,85
Jalen Suggs,75.0,68,70,71,76,70,65,75,40,80,39,38,74,65,84,35,76,66,52,83,75,75,75,88,88,59,90,88,85,80,80,86,88,81,72,35,54
Jalen Williams,72.0,60,74,77,80,60,50,72,25,80,47,50,50,59,87,35,54,41,52,72,52,52,40,88,88,50,83,90,80,80,72,79,83,68,68,31,40
Jamal Murray,84.0,94,79,84,84,85,90,90,30,82,38,46,74,78,84,35,79,56,42,78,75,75,70,79,79,54,80,95,85,78,90,88,77,84,70,37,51
James Bouknight,72.0,53,72,78,81,60,65,75,35,85,30,37,38,60,82,44,69,38,32,80,68,69,40,87,87,54,90,87,75,80,69,80,84,68,44,62,51
James Harden,89.0,79,81,85,89,75,98,92,35,84,60,74,69,94,98,62,70,49,52,75,63,82,65,87,87,71,87,98,97,95,82,97,86,94,87,37,75
James Wiseman,75.0,81,70,76,63,60,85,71,80,75,77,64,71,65,90,77,50,32,77,63,78,54,65,70,70,70,68,87,80,87,54,50,54,64,29,60,80
Jared Butler,74.0,86,65,74,78,95,70,74,25,65,28,41,37,60,95,30,60,70,60,74,55,47,50,80,80,50,78,83,80,80,69,82,80,68,73,33,54
Jaren Jackson Jr.,83.0,77,89,74,83,85,90,82,85,80,79,79,79,52,80,85,71,46,95,76,88,71,85,63,65,72,75,90,80,94,45,60,33,50,31,53,67
Jarred Vanderbilt,78.0,57,59,59,77,70,60,75,75,75,40,32,50,50,85,80,80,76,63,77,82,88,80,75,76,70,80,75,95,78,60,65,65,38,32,80,84
Jarrett Allen,85.0,91,76,66,72,95,95,79,85,80,82,63,82,86,95,82,41,40,76,53,83,67,80,75,72,84,79,92,80,82,25,35,35,48,35,80,85
Jason Preston,70.0,70,70,75,62,60,60,70,40,45,58,57,57,33,80,40,64,60,37,73,65,68,55,82,82,52,75,85,85,80,84,75,80,84,71,41,67
Javonte Green,76.0,73,70,79,75,95,75,79,25,85,52,52,52,60,95,62,68,66,57,69,65,80,65,72,74,46,85,80,75,82,60,72,69,68,30,58,60
Jaxson Hayes,76.0,89,68,74,76,75,70,71,85,80,68,54,65,52,90,78,48,40,77,64,79,45,65,58,60,72,75,80,95,80,29,38,41,40,29,67,66
Jay Huff,67.0,77,72,77,77,50,40,64,65,60,62,62,62,38,80,62,32,32,69,34,62,54,50,48,47,62,62,80,85,77,50,43,33,60,38,64,68
Jay Scrubb,67.0,60,68,70,75,50,50,71,45,80,40,44,51,37,78,44,60,46,45,74,57,64,40,74,74,55,82,80,70,79,57,70,69,52,39,34,54
Jaylen Brown,87.0,88,88,83,78,90,90,90,40,89,52,59,80,85,95,70,87,56,42,89,86,83,85,77,77,69,84,95,95,82,78,83,76,82,66,37,67
Jaylen Nowell,75.0,89,78,83,84,89,85,84,25,65,27,40,38,69,78,29,60,41,50,67,55,58,40,81,80,39,79,85,80,80,64,75,77,68,70,36,53
Jaylin Williams,70.0,75,68,66,73,65,60,69,70,70,61,61,61,60,75,63,45,56,55,57,55,65,50,50,50,60,62,78,80,80,62,59,38,69,52,60,71
Jayson Tatum,93.0,93,89,86,85,98,98,93,50,88,67,73,70,92,95,77,89,62,56,87,89,90,85,82,82,68,83,95,90,80,78,86,79,82,70,42,76
Jeff Dowtin,67.0,70,70,76,76,70,40,70,30,75,35,42,30,40,78,30,60,43,50,70,58,52,40,70,70,30,75,80,84,80,70,70,70,68,55,66,52
Jeff Green,76.0,94,54,74,83,55,70,79,65,80,70,68,72,68,85,69,70,33,52,75,68,54,60,63,57,70,84,89,78,82,69,74,50,70,33,37,52
Jerami Grant,82.0,79,76,79,85,75,75,89,80,85,62,59,69,93,95,70,69,42,68,76,77,72,75,73,73,69,78,95,94,82,69,76,69,70,47,34,56
Jeremiah Robinson-Earl,73.0,80,66,79,67,78,65,79,75,75,64,65,66,50,70,66,40,41,52,58,66,52,45,62,62,60,69,80,85,80,65,69,55,66,32,60,73
Jeremy Sochan,73.0,73,70,70,59,70,60,78,60,80,48,52,53,66,70,65,70,53,53,73,69,68,45,70,70,60,74,80,80,80,68,67,65,64,54,55,68
Jericho Sims,71.0,68,69,26,52,50,30,64,80,80,60,60,60,40,80,66,40,37,78,42,66,55,40,80,80,65,83,85,80,80,30,35,34,32,30,78,79
Jevon Carter,72.0,64,81,82,81,77,65,75,25,35,32,34,30,40,80,34,79,41,53,83,72,75,70,76,78,60,71,85,76,81,75,79,76,70,54,33,52
Jimmy Butler,93.0,88,84,71,85,98,98,92,40,80,82,82,84,95,98,75,90,84,55,92,92,96,95,84,83,76,78,97,95,81,84,86,82,88,73,55,60
Jock Landale,70.0,74,64,75,78,68,55,60,65,60,60,60,60,40,80,65,48,35,60,48,62,60,45,54,54,64,75,80,75,80,58,52,45,64,41,75,60
Joe Harris,76.0,74,80,87,77,90,70,66,25,45,30,48,32,55,88,34,66,35,35,69,58,63,55,69,69,40,67,90,85,83,72,73,67,74,29,31,57
Joe Ingles,76.0,94,75,78,84,75,45,80,40,45,50,55,48,33,70,58,80,37,35,83,78,78,75,66,67,64,60,92,70,80,75,70,60,75,68,31,52
Joe Wieskamp,70.0,65,72,75,68,65,50,72,30,75,35,34,30,54,90,35,60,36,51,66,50,44,40,84,84,30,85,80,84,80,64,71,75,63,30,35,37
Joel Embiid,96.0,83,86,81,82,98,98,87,90,80,94,94,96,97,98,96,64,49,78,64,96,64,95,69,67,95,68,94,90,76,55,57,62,58,71,70,93
John Collins,83.0,89,80,80,78,80,95,82,95,93,77,75,83,72,85,74,49,37,70,57,74,38,60,71,65,75,85,92,96,84,37,60,50,66,37,56,80
John Konchar,75.0,87,76,85,77,95,85,75,30,45,28,34,42,55,85,44,62,49,55,69,50,60,45,62,63,40,70,90,90,84,74,75,60,76,41,59,76
John Wall,78.0,78,69,75,75,50,60,85,25,80,35,57,42,60,90,38,85,77,61,78,82,92,80,84,84,60,84,95,95,82,79,87,83,80,77,31,49
Johnny Davis,74.0,79,81,74,79,70,55,75,40,70,49,51,47,69,80,68,73,46,37,79,68,55,60,78,78,54,75,85,70,80,70,82,70,70,62,36,38
Johnny Juzang,68.0,70,73,77,84,50,60,71,35,75,55,9,64,44,85,50,58,50,37,63,52,50,50,70,70,55,72,85,75,80,59,72,66,62,61,37,51
Jonas Valanciunas,83.0,97,83,80,80,80,75,80,80,65,87,64,86,65,95,75,43,36,66,48,80,54,60,62,46,89,54,90,90,81,36,35,33,65,54,74,93
Jonathan Isaac,78.0,65,76,77,77,50,30,67,60,82,62,68,75,35,68,75,86,83,93,84,84,85,85,73,76,70,80,85,90,67,65,76,66,55,33,56,74
Jonathan Kuminga,78.0,88,70,76,69,75,75,86,65,85,49,50,50,82,85,73,73,41,57,79,70,69,50,84,84,73,90,88,80,80,69,77,75,60,36,50,66
Jordan Clarkson,77.0,94,79,74,81,70,85,90,25,75,30,37,38,89,82,43,65,43,42,73,58,49,40,79,82,54,85,80,70,83,79,86,79,77,57,42,50
Jordan Hall,67.0,70,70,76,74,40,35,70,55,55,55,57,57,42,70,50,60,50,44,65,65,60,55,66,67,62,66,85,64,80,65,74,65,66,63,44,49
Jordan McLaughlin,75.0,80,74,74,75,95,85,84,25,65,25,25,25,69,70,25,73,89,51,74,52,74,60,72,72,52,74,80,70,83,83,84,70,80,73,37,47
Jordan Poole,83.0,96,86,80,89,97,98,92,45,60,29,47,44,84,80,47,65,41,50,74,65,55,30,75,75,61,73,80,65,80,79,86,72,82,70,33,51
Jordan Schakel,67.0,68,75,79,79,70,45,72,25,65,28,54,34,50,70,53,60,32,27,65,58,57,40,55,55,33,69,83,73,80,59,64,54,57,43,27,54
Jose Alvarado,76.0,87,72,73,82,75,75,79,25,30,35,30,30,54,85,31,82,98,45,82,85,85,75,76,76,42,78,80,79,80,75,73,75,68,73,41,50
Josh Christopher,75.0,93,76,72,78,75,75,80,40,85,25,62,44,65,83,49,67,70,47,78,60,65,50,84,84,55,81,88,72,80,68,75,78,62,65,46,52
Josh Giddey,82.0,87,79,70,70,98,90,87,45,65,55,58,55,82,95,50,69,53,51,73,69,66,60,76,76,60,74,88,85,80,92,86,76,92,90,53,75
Josh Green,73.0,80,74,79,77,90,75,80,30,80,35,34,30,69,95,35,75,66,51,81,79,63,60,86,86,60,80,89,90,83,70,70,72,70,42,52,54
Josh Hart,80.0,89,74,77,85,85,85,86,25,70,39,58,42,84,95,46,72,49,42,77,70,70,65,81,83,44,69,90,95,82,73,78,79,75,68,43,78
Josh Jackson,72.0,78,77,64,70,65,65,84,55,75,50,54,59,59,85,62,74,43,63,72,68,75,55,81,81,53,86,80,75,80,55,69,68,44,40,37,66
Josh Minott,68.0,74,65,64,75,50,30,75,65,80,51,55,52,40,75,48,63,60,60,70,60,65,60,72,72,62,80,80,80,80,62,63,68,60,44,54,55
Josh Okogie,71.0,71,69,72,60,80,45,70,30,75,30,32,28,40,70,50,81,73,62,83,81,84,75,90,90,46,92,80,75,82,69,76,81,62,32,54,46
Josh Richardson,76.0,82,82,85,82,75,65,75,50,78,30,48,32,35,80,69,84,49,56,85,80,80,80,80,80,57,72,95,80,83,69,78,79,68,40,38,48
Joshua Primo,72.0,73,77,73,75,85,85,69,40,60,34,34,34,39,95,44,70,37,60,77,70,55,60,76,76,27,71,85,85,80,64,70,73,64,41,42,47
Jrue Holiday,86.0,91,88,85,71,98,85,82,25,65,30,72,40,55,98,44,95,73,52,96,89,93,95,79,79,49,68,90,92,80,75,86,79,76,76,41,52
Juan Toscano-Anderson,72.0,87,65,75,65,95,70,68,40,88,30,44,58,50,69,67,67,73,56,69,68,60,60,68,69,62,70,85,95,83,69,68,64,62,66,41,65
Juancho Hernangomez,72.0,69,68,78,64,75,55,72,60,70,70,68,70,42,72,64,64,46,60,66,62,47,55,62,62,60,70,80,80,83,55,64,47,62,31,60,68
Julian Champagnie,68.0,69,74,75,78,50,40,74,40,60,43,44,52,41,73,45,67,62,40,68,55,66,40,69,69,37,67,85,75,80,66,68,65,64,47,44,54
Julius Randle,82.0,75,71,73,76,70,80,87,85,80,79,60,86,82,85,77,73,37,55,76,73,52,75,73,76,87,69,95,90,84,74,77,68,84,72,51,86
Justin Champagnie,70.0,70,67,75,71,75,50,74,65,75,48,44,40,45,75,49,52,42,53,68,55,52,40,73,73,40,78,80,92,80,62,65,66,62,30,78,62
Justin Holiday,72.0,74,79,80,82,80,75,73,60,73,40,42,43,50,63,60,75,41,53,75,74,78,65,53,71,45,82,85,80,78,65,72,50,69,36,32,47
Justin Lewis,67.0,70,70,72,71,30,35,67,45,75,37,38,50,40,95,60,64,40,44,72,60,50,60,75,75,50,80,85,80,80,50,72,70,70,37,44,49
Justin Tillman,67.0,72,60,52,61,50,40,59,75,75,68,54,62,47,75,60,47,28,35,52,55,37,35,55,55,69,72,80,85,82,44,45,44,52,30,69,72
Justise Winslow,75.0,77,52,57,59,75,60,74,40,70,42,44,48,62,87,63,79,66,68,80,77,78,70,75,75,65,74,90,80,82,75,74,73,64,62,60,78
Jusuf Nurkic,82.0,92,68,67,75,95,85,68,75,65,80,72,80,70,85,78,45,56,61,49,79,60,70,51,37,90,50,86,75,72,60,40,25,82,64,76,94
Kai Jones,72.0,68,69,69,69,60,60,64,80,80,41,40,40,42,37,78,47,42,77,65,84,67,65,66,66,65,69,84,75,80,38,35,57,48,30,75,70
Karl-Anthony Towns,89.0,98,74,86,82,80,98,85,90,75,86,84,86,85,98,69,50,42,72,61,79,60,55,76,76,87,70,98,95,82,60,65,66,79,66,65,84
Kawhi Leonard,94.0,98,93,83,88,96,98,90,55,85,65,88,89,90,98,79,97,85,51,97,97,97,98,84,84,79,79,94,85,82,79,86,83,78,72,42,68
Keegan Murray,76.0,80,76,77,75,70,70,77,60,80,69,69,69,65,80,68,69,69,74,75,64,68,65,76,76,60,79,85,86,80,65,70,73,66,44,74,70
Keita Bates-Diop,74.0,83,72,73,69,75,65,74,55,65,54,63,60,50,70,63,63,42,51,74,60,60,35,77,77,60,72,80,70,76,58,66,66,56,31,58,72
Keldon Johnson,82.0,87,78,83,65,98,95,85,65,65,52,54,60,72,95,63,69,40,37,75,64,51,65,76,78,70,71,90,95,80,74,79,73,74,38,42,67
Keljin Blevins,69.0,65,69,71,74,75,60,68,45,65,40,45,49,55,69,60,69,38,35,72,70,68,50,72,72,68,79,85,65,80,66,71,69,65,40,55,46
Kelly Olynyk,76.0,79,71,77,60,98,90,75,70,60,79,79,79,79,78,70,50,59,62,35,66,45,65,31,33,70,55,89,88,82,60,42,25,66,71,61,71
Kelly Oubre Jr.,79.0,83,76,78,63,94,90,86,40,84,35,42,33,74,88,49,74,53,55,76,70,75,55,72,82,58,95,90,75,84,70,78,69,80,32,46,55
Kendrick Nunn,74.0,84,88,81,92,95,80,89,25,75,42,47,40,37,75,35,62,46,47,69,57,57,45,75,75,55,76,95,70,82,70,82,69,72,57,32,52
Kennedy Chandler,70.0,70,71,73,61,50,40,74,26,65,38,54,31,45,81,27,68,69,26,75,68,70,65,85,85,28,82,90,75,80,78,86,85,75,75,29,27
Kenneth Lofton Jr.,69.0,73,67,47,67,60,50,74,55,75,70,68,70,50,80,57,38,62,47,57,57,52,50,64,64,82,70,85,90,80,60,62,58,64,46,62,60
Kenrich Williams,75.0,93,79,77,53,75,75,70,40,65,40,52,54,55,90,62,63,59,47,75,60,60,45,66,66,63,72,80,90,80,69,69,63,69,60,60,61
Kent Bazemore,71.0,69,52,80,68,75,50,77,35,75,30,47,70,50,84,45,77,66,55,79,77,68,75,80,80,46,82,88,89,82,75,73,77,70,35,37,52
Kentavious Caldwell-Pope,76.0,77,89,83,90,80,75,76,35,73,35,58,35,40,80,45,84,53,47,84,82,82,80,85,82,60,69,92,85,84,75,75,80,82,37,35,50
Kenyon Martin Jr.,75.0,75,68,79,58,95,85,74,65,80,44,44,44,55,75,50,67,37,62,70,62,44,40,83,83,62,82,80,60,81,64,76,69,64,38,51,62
Keon Ellis,68.0,70,70,74,84,50,35,73,25,65,27,40,38,54,78,29,60,60,53,70,50,68,40,81,80,39,79,85,70,80,64,74,77,65,47,37,53
Keon Johnson,71.0,66,68,77,71,60,35,70,35,85,35,35,35,45,80,45,70,59,56,83,69,68,65,97,97,40,99,88,85,80,75,75,84,82,63,43,47
Kessler Edwards,71.0,64,72,79,80,70,75,68,60,65,50,50,50,45,80,59,63,42,62,70,67,66,45,72,72,77,70,80,75,80,50,64,59,64,29,50,60
Kevin Durant,96.0,98,98,88,88,98,98,95,60,85,74,86,86,92,98,68,85,38,62,85,85,75,85,80,80,63,77,94,85,88,78,92,80,88,74,45,75
Kevin Huerter,76.0,94,87,82,79,80,85,73,30,65,25,58,35,45,80,44,64,40,51,72,63,64,35,84,78,50,75,85,75,83,74,76,72,76,51,33,52
Kevin Knox II,71.0,55,55,69,65,50,40,67,65,75,59,52,68,49,78,57,69,36,45,72,68,69,40,75,75,70,80,90,73,82,59,75,72,60,32,58,63
Kevin Love,80.0,81,78,83,94,75,85,72,75,50,77,85,85,79,95,69,50,35,50,54,75,57,50,66,38,77,70,88,96,77,65,52,33,77,60,54,91
Kevin Porter Jr.,77.0,64,72,81,63,75,85,79,40,80,25,62,44,79,83,44,69,49,50,75,64,60,40,85,85,52,75,88,72,80,82,82,83,82,75,37,58
Kevon Harris,67.0,75,72,71,72,70,50,75,40,75,33,56,45,49,79,60,62,41,57,64,45,60,45,71,71,58,78,85,84,80,64,69,69,65,52,36,64
Kevon Looney,75.0,93,49,69,56,88,70,78,75,70,55,52,62,52,66,69,46,42,68,62,74,64,60,58,69,74,63,85,96,84,55,61,48,66,50,87,84
Khem Birch,75.0,89,68,55,73,75,60,69,85,70,61,60,60,64,85,77,48,43,66,57,79,60,65,71,67,73,78,82,90,83,25,32,34,40,34,83,60
Khris Middleton,86.0,86,85,81,88,98,80,84,40,65,67,80,83,65,85,72,85,49,45,85,83,80,85,71,72,73,66,92,80,90,78,77,71,78,72,35,64
Killian Hayes,71.0,73,70,66,91,65,40,74,25,60,35,55,60,45,85,49,69,70,58,73,69,70,55,75,75,56,70,89,85,83,82,83,74,84,72,36,55
Killian Tillie,69.0,62,72,74,78,70,70,57,75,60,69,68,69,50,80,49,32,73,68,34,50,54,30,50,50,60,71,80,75,80,50,60,33,60,31,48,47
Kira Lewis Jr.,72.0,78,60,68,80,65,50,73,25,45,25,45,32,50,86,34,67,46,32,75,68,65,40,92,93,49,70,85,80,84,75,86,82,75,70,39,50
Klay Thompson,,85,90,88,89,75,80,75,35,65,35,65,64,36,90,70,87,35,56,87,85,86,85,71,74,62,67,91,85,94,77,76,71,77,62,34,56
Kristaps Porzingis,85.0,85,80,73,88,95,75,79,90,75,83,88,87,75,98,78,56,41,85,62,82,60,65,66,65,74,78,94,85,77,50,68,56,40,53,63,83
Kyle Anderson,76.0,89,50,76,66,95,80,79,55,45,45,48,41,69,70,60,79,76,67,80,78,75,75,66,67,62,66,85,64,83,78,81,65,79,63,48,80
Kyle Kuzma,81.0,94,70,77,74,95,95,85,75,75,52,55,55,79,90,61,63,36,62,71,65,44,55,72,74,74,75,85,95,83,66,77,67,78,63,42,85
Kyle Lowry,82.0,88,81,81,88,98,60,80,25,25,38,44,40,50,95,68,86,46,45,86,86,84,85,84,84,67,72,96,97,79,80,86,84,80,77,34,58
Kyrie Irving,89.0,97,94,85,93,90,98,95,25,30,35,70,64,80,96,32,73,53,53,76,75,86,60,85,85,37,81,97,87,80,88,99,85,89,72,33,52
LaMelo Ball,87.0,83,76,82,86,98,98,89,45,75,52,58,52,82,98,45,79,73,51,83,79,89,75,84,84,50,79,93,89,82,92,88,84,92,92,48,68
Lamar Stevens,75.0,68,86,71,72,74,65,68,65,80,61,58,64,45,86,60,69,43,56,71,66,65,55,79,79,60,91,80,90,80,62,67,69,55,32,51,56
Landry Shamet,73.0,77,74,80,86,94,85,79,35,50,30,38,26,62,76,25,60,36,40,76,57,50,35,85,85,41,80,85,81,81,79,78,82,77,39,31,45
Larry Nance Jr.,76.0,87,79,76,61,95,70,72,85,85,58,54,69,60,78,68,48,59,58,61,75,89,55,65,60,69,86,88,85,83,69,64,49,70,43,62,74
