name,overallAttribute,closeShot,midRangeShot,threePointShot,freeThrow,shotIQ,offensiveConsistency,layup,standingDunk,drivingDunk,postHook,postFade,postControl,drawFoul,hands,interiorDefense,perimeterDefense,steal,block,lateralQuickness,helpDefenseIQ,passPerception,defensiveConsistency,speed,acceleration,strength,vertical,stamina,hustle,overallDurability,passAccuracy,ballHandle,speedWithBall,passIQ,passVision,offensiveRebound,defensiveRebound
Georges Niang,73,85,73,84,86,70,70,75,25,50,70,71,70,51,74,60,55,36,42,55,62,60,40,44,46,60,72,88,80,84,65,67,44,70,39,34,51
Giannis Antetokounmpo,97,82,79,72,68,98,98,98,85,91,79,74,87,97,95,91,95,55,81,95,96,88,95,90,87,94,85,98,95,91,84,87,80,95,79,55,91
Goga Bitadze,76,60,62,42,64,60,45,60,75,65,72,67,74,40,85,64,25,49,86,30,80,40,55,53,54,78,63,80,75,80,54,60,52,69,37,85,61
Goran Dragic,74,77,77,75,83,70,60,75,25,45,25,60,39,79,85,32,73,59,51,73,74,70,70,76,76,44,72,92,85,84,80,86,76,80,57,36,64
Gordon Hayward,81,73,92,83,85,75,75,80,40,75,40,65,58,70,91,56,73,42,52,76,73,58,65,80,77,63,75,88,86,78,74,77,77,79,63,37,57
Gorgui Dieng,75,85,66,79,87,65,50,59,70,64,76,55,72,70,70,69,43,42,72,52,80,59,65,43,46,73,70,91,83,83,31,35,31,62,50,71,87
Grant Williams,75,92,64,85,87,95,65,77,50,60,59,58,66,55,81,68,58,38,68,70,69,60,65,58,60,73,66,88,85,80,69,66,54,72,32,42,53
Grayson Allen,76,88,70,83,85,95,85,78,25,70,31,43,42,62,78,35,72,42,51,74,70,74,45,84,78,44,81,85,80,82,70,73,79,74,34,35,51
Greg Brown III,72,66,65,68,70,50,30,66,75,80,52,49,52,40,68,62,62,53,75,65,60,53,45,78,78,40,98,80,80,83,45,68,65,35,31,68,71
Greg Monroe,72,79,69,35,73,68,65,64,75,65,74,74,74,62,75,58,37,42,50,37,50,55,45,64,64,87,72,80,75,80,44,42,47,47,38,65,66
Hamidou Diallo,79,93,79,68,74,90,85,87,45,93,31,29,38,69,75,40,65,80,52,77,60,78,40,85,85,52,97,85,80,81,75,79,79,79,38,52,71
Harrison Barnes,80,82,82,85,84,80,75,83,55,81,48,65,83,60,88,67,75,37,35,75,65,65,60,77,72,70,95,92,75,82,72,78,73,75,42,42,66
Hassan Whiteside,77,92,76,39,71,50,40,70,85,71,78,62,77,40,80,80,53,35,91,48,81,60,75,66,57,86,60,70,50,66,60,35,30,50,28,91,91
Haywood Highsmith,67,70,70,77,73,75,55,68,35,50,42,44,41,44,80,41,60,52,54,70,55,65,35,70,70,50,79,80,65,86,55,70,64,55,27,38,50
Herbert Jones,78,73,72,80,77,85,75,79,55,75,52,52,51,55,85,52,79,80,72,81,75,78,80,74,74,59,72,82,85,80,66,70,69,70,40,47,49
Ignas Brazdeikis,69,74,74,71,77,95,40,70,30,65,38,37,30,44,68,57,59,42,35,68,50,44,30,62,64,48,75,80,80,80,61,70,60,60,46,47,51
Immanuel Quickley,78,79,74,79,93,80,65,79,40,55,50,51,45,66,95,37,71,42,32,74,69,44,55,82,82,54,79,89,80,79,84,83,76,84,70,33,50
Isaac Bonga,70,85,64,71,81,45,35,69,55,65,53,62,44,44,80,55,66,40,56,73,65,55,35,75,60,40,77,75,65,82,77,77,41,77,32,47,54
Isaac Okoro,76,74,60,75,76,95,75,80,45,75,47,49,50,69,95,60,80,52,50,83,78,77,80,77,77,67,80,89,80,82,69,72,73,69,37,45,44
Isaiah Hartenstein,75,87,70,68,63,75,75,77,75,65,56,57,59,69,75,60,41,63,87,50,65,54,40,62,62,62,70,80,88,77,50,56,42,60,67,72,70
Isaiah Jackson,77,79,69,59,70,65,60,79,85,80,59,48,55,56,80,70,54,78,90,64,66,49,55,73,73,65,81,82,80,80,40,59,54,44,31,88,70
Isaiah Joe,69,80,75,76,85,89,65,69,40,60,35,38,30,47,85,42,69,37,35,77,61,52,55,72,74,47,79,80,75,87,57,68,63,59,34,30,47
Isaiah Livers,71,69,76,80,87,85,70,76,25,65,26,32,35,44,80,37,65,46,32,74,60,60,55,73,73,55,71,85,66,82,68,70,70,65,60,34,44
Isaiah Roby,77,84,74,74,75,95,80,78,75,75,50,51,62,60,85,62,60,35,62,63,60,60,50,74,72,60,79,80,85,80,48,55,50,47,37,65,66
Isaiah Stewart,77,85,82,60,69,75,70,76,75,70,75,64,80,74,79,70,54,32,80,60,72,42,50,63,62,80,70,89,87,77,44,34,52,50,32,79,84
Isaiah Thomas,76,72,80,85,83,70,75,76,25,27,25,40,25,65,85,25,47,35,40,68,54,80,30,84,89,45,81,89,97,91,80,87,84,82,72,29,40
Isaiah Todd,70,69,70,74,76,60,40,70,70,80,62,62,62,34,80,55,52,35,50,65,58,54,40,60,60,70,80,80,75,80,59,69,52,57,39,55,59
Ish Smith,74,74,77,78,55,65,65,79,25,30,25,32,25,62,81,25,74,63,58,77,64,52,50,87,87,32,70,80,78,83,86,86,87,85,79,36,48
Ish Wainright,70,68,66,71,75,75,40,69,50,60,49,48,50,44,81,68,69,59,61,80,69,66,60,81,81,82,75,88,90,80,52,68,66,54,31,68,46
Ivica Zubac,78,90,74,26,76,80,65,76,80,75,81,54,84,75,82,77,34,36,82,45,75,40,45,26,25,75,75,80,90,80,70,35,26,47,35,76,82
J.T. Thor,70,71,70,69,74,55,40,70,55,70,67,66,68,41,75,65,63,60,68,64,62,62,50,84,84,50,82,85,80,80,65,60,69,66,62,50,64
Ja Morant,93,95,83,81,82,98,98,95,25,95,34,37,37,95,95,39,79,73,50,81,75,78,70,92,92,52,93,95,90,80,89,92,92,92,85,46,62
JaMychal Green,76,79,72,64,78,90,80,69,70,70,63,56,64,69,95,69,51,73,66,62,69,60,35,59,55,69,74,85,85,81,55,35,44,61,35,69,75
JaVale McGee,79,90,64,55,67,60,60,64,95,85,78,58,64,65,37,79,47,38,86,53,84,67,65,65,47,75,69,72,75,80,25,35,26,48,32,92,91
Jaden McDaniels,76,78,77,76,61,95,75,74,40,75,52,56,54,52,79,75,75,42,65,76,76,74,75,79,78,60,80,85,84,90,44,78,70,40,31,47,58
Jaden Springer,70,74,73,77,81,75,45,74,25,50,28,45,32,55,80,44,69,66,50,80,68,67,60,82,82,49,72,85,70,80,75,81,82,75,65,30,37
Jae Crowder,76,91,79,77,80,85,50,77,70,60,63,65,60,47,85,70,78,59,53,79,80,90,75,68,69,82,73,93,93,89,65,75,66,83,33,33,70
Jae'Sean Tate,78,78,70,72,72,98,90,84,65,75,69,68,69,64,85,70,70,49,60,70,68,69,65,69,69,65,75,89,95,80,70,74,62,72,66,59,64
Jake Layman,72,68,78,77,78,74,65,79,65,70,49,45,54,62,55,60,66,46,58,72,56,62,45,68,65,62,84,80,81,79,65,68,60,52,29,37,59
Jakob Poeltl,80,94,79,45,48,80,70,63,75,60,77,60,75,64,85,81,45,41,85,34,79,67,80,51,37,74,57,80,84,80,69,38,31,62,53,90,80
Jalen Brunson,81,97,84,83,79,85,80,83,40,50,50,56,50,70,95,55,70,42,30,78,65,55,35,82,82,42,69,93,90,81,84,86,81,88,73,34,53
Jalen Green,80,52,82,80,81,85,85,84,40,91,56,56,56,75,95,45,73,36,37,77,70,68,60,88,88,55,92,88,80,80,75,75,84,68,45,32,51
Jalen Johnson,74,66,74,69,63,70,55,81,70,65,66,74,69,53,80,66,66,62,60,73,60,57,40,76,76,68,82,85,80,80,68,58,74,69,69,64,69
Jalen McDaniels,74,81,70,83,64,85,70,80,60,65,62,68,59,52,68,59,55,46,62,60,55,50,35,73,73,60,73,80,80,80,55,62,69,59,37,47,67
Jalen Smith,78,89,79,80,72,68,55,60,85,80,68,66,67,47,80,70,48,35,80,62,73,44,55,69,68,65,86,82,75,80,29,38,49,40,26,89,83
Jalen Suggs,75,68,58,72,76,70,65,75,40,80,39,38,74,65,84,35,76,63,52,83,75,75,75,88,88,59,90,88,85,80,80,86,88,81,72,36,54
Jamal Murray,85,94,79,84,84,85,90,90,30,82,38,46,74,78,84,35,79,56,42,78,75,75,70,79,79,54,80,95,85,78,90,88,77,84,70,37,51
James Bouknight,72,53,72,78,81,60,65,75,35,85,30,37,38,60,82,44,69,37,32,80,68,69,40,87,87,54,90,87,75,80,69,80,84,68,40,62,49
James Harden,92,81,85,87,89,75,98,92,35,84,60,74,69,94,98,62,70,49,56,75,63,82,65,87,87,71,87,98,97,95,82,97,86,94,87,38,76
James Johnson,74,75,60,68,63,60,40,72,60,75,59,63,73,45,95,74,74,41,56,74,75,80,65,67,55,80,72,84,94,83,70,74,60,70,53,52,61
James Wiseman,77,81,70,76,63,95,85,71,80,75,77,64,71,65,90,77,50,32,77,63,78,54,65,70,70,70,68,87,80,87,54,50,54,64,29,60,80
Jamorko Pickett,67,71,71,75,69,60,50,70,65,65,54,52,57,47,74,62,54,54,42,55,54,50,40,59,58,59,69,80,75,80,38,54,52,55,30,63,64
Jared Butler,74,81,65,80,78,85,70,74,25,65,28,41,37,60,95,30,60,63,68,74,55,47,50,80,80,50,78,83,80,80,69,82,80,68,70,33,49
Jared Harper,67,68,72,77,83,55,35,66,25,25,53,62,44,44,80,40,61,59,56,73,45,35,30,93,93,60,91,75,65,80,70,79,91,70,63,33,44
Jaren Jackson Jr.,84,78,89,75,83,85,90,82,85,80,79,79,79,52,80,85,71,49,96,76,88,71,85,63,65,72,75,90,80,94,45,60,33,50,31,52,68
Jarred Vanderbilt,79,65,59,59,77,70,60,75,75,75,40,32,50,50,85,80,80,86,67,77,82,88,80,75,76,70,80,75,95,78,60,65,65,38,33,81,85
Jarrett Allen,86,89,76,66,72,95,95,79,85,80,82,63,82,86,95,82,41,40,76,53,83,67,80,75,72,84,79,92,80,82,25,35,35,48,37,82,85
Jarrett Culver,70,71,75,60,60,60,45,74,55,75,40,55,57,49,85,52,70,73,50,75,74,65,45,81,81,57,88,95,75,80,68,75,80,66,59,39,62
Jason Preston,70,70,70,75,62,60,60,70,40,45,58,57,57,33,80,40,64,60,37,73,65,68,55,82,82,52,75,85,85,80,84,75,80,84,71,41,67
Javonte Green,77,76,70,74,75,95,75,79,25,85,52,52,52,60,95,62,68,53,60,69,65,80,65,72,74,46,85,80,75,82,60,72,69,68,32,61,56
Javonte Smart,69,73,72,71,86,60,65,73,30,70,44,52,58,44,80,49,66,40,51,74,55,55,40,79,79,61,80,80,75,83,74,78,78,76,43,38,49
Jaxson Hayes,76,87,68,65,76,75,70,71,85,80,68,54,65,52,90,78,48,40,81,64,79,45,65,58,60,72,75,80,95,80,29,38,41,40,29,67,68
Jay Scrubb,67,60,68,73,75,50,50,71,45,80,40,44,51,37,78,44,60,54,35,74,57,64,40,74,74,55,82,80,70,79,57,70,69,52,44,36,66
Jaylen Brown,86,82,90,83,78,70,90,90,40,89,52,59,80,85,92,70,87,43,47,89,86,83,85,77,77,69,84,95,95,82,75,81,76,82,64,37,69
Jaylen Nowell,76,82,89,80,84,89,85,84,25,65,27,40,38,69,78,29,60,53,50,67,55,58,40,81,80,39,79,85,80,80,64,75,77,68,70,37,54
Jayson Tatum,90,80,84,83,83,80,95,85,50,88,54,68,65,90,95,77,89,42,57,87,89,90,85,79,82,68,82,95,90,80,74,86,79,82,70,42,78
Jeff Dowtin,67,70,70,76,76,70,40,70,30,75,35,42,30,40,78,30,60,42,30,70,58,52,40,70,70,30,75,80,84,80,70,70,70,68,59,30,40
Jeff Green,76,95,54,76,83,55,70,79,65,80,70,68,72,68,85,69,70,33,55,75,68,54,60,63,57,70,84,89,78,82,69,74,50,70,33,38,53
Jerami Grant,81,75,75,75,85,75,75,89,80,85,62,59,69,93,95,70,69,42,71,76,77,72,75,73,73,69,78,95,94,82,69,76,69,70,53,36,58
Jeremiah Robinson-Earl,74,82,66,78,67,78,65,79,75,75,64,65,66,50,70,66,40,40,51,58,66,52,45,62,62,60,69,80,85,80,65,69,55,66,31,62,70
Jeremy Lamb,75,79,75,74,88,80,85,75,40,70,28,51,48,65,74,45,69,53,61,74,65,62,50,69,75,50,82,84,70,82,75,74,68,78,47,37,62
Jericho Sims,71,68,69,26,52,50,30,64,80,80,60,60,60,40,80,66,40,49,58,42,66,55,40,80,80,65,83,85,80,80,30,35,34,32,30,70,67
Jevon Carter,73,64,65,77,81,77,65,75,25,35,32,34,30,40,80,34,79,41,57,83,72,75,70,76,78,60,71,85,76,81,75,79,76,70,41,33,51
Jimmy Butler,92,91,84,75,85,98,95,92,40,80,82,82,84,95,95,75,90,92,53,92,92,96,90,84,83,76,78,97,95,81,82,86,82,88,79,57,62
Jock Landale,70,74,64,78,78,68,55,60,65,60,60,60,60,40,80,65,48,36,67,48,62,60,45,54,54,64,75,80,75,80,58,52,45,64,45,75,53
Joe Harris,76,74,80,90,77,90,70,66,25,45,30,48,32,55,88,34,66,35,35,69,58,63,55,69,69,40,67,90,85,83,72,73,67,74,29,31,55
Joe Ingles,76,94,75,80,84,75,45,80,40,45,50,55,48,33,70,58,80,37,35,83,78,78,75,66,67,64,60,92,70,80,75,70,60,75,68,31,52
Joe Wieskamp,70,65,72,80,68,65,50,72,30,75,35,34,30,54,90,35,60,50,42,66,50,44,40,84,84,30,85,80,84,80,64,71,75,63,44,42,55
Joel Embiid,96,87,80,82,82,98,98,87,90,80,92,92,96,97,98,96,64,46,80,64,96,64,95,69,67,95,68,94,90,76,55,57,62,58,72,72,92
John Collins,83,89,81,82,78,80,95,82,95,93,77,75,83,72,85,74,49,37,71,57,74,38,60,71,65,75,85,92,96,84,37,60,50,66,38,56,79
John Konchar,75,87,76,84,77,95,75,75,30,45,28,34,42,40,85,44,62,56,52,69,50,60,45,62,63,40,70,90,90,84,74,75,60,76,39,57,72
John Wall,83,78,69,75,75,75,85,85,25,80,35,57,42,60,90,38,85,77,61,85,82,92,80,88,88,60,84,95,95,82,85,87,88,82,82,31,49
Jonas Valanciunas,83,96,82,80,80,80,75,80,80,65,87,64,86,65,95,75,43,35,67,48,80,54,60,62,46,89,54,90,90,81,36,35,33,65,54,76,91
Jonathan Isaac,80,65,76,77,77,50,30,67,60,82,62,68,75,35,68,75,86,83,93,84,84,85,85,73,76,70,80,85,90,67,65,76,66,55,33,56,74
Jonathan Kuminga,79,92,70,77,69,75,75,86,65,85,49,50,50,82,85,73,73,40,53,79,70,69,50,84,84,73,90,88,80,80,69,77,75,60,33,50,66
Jordan Clarkson,77,93,63,74,81,70,85,90,25,75,30,37,38,89,82,43,65,41,45,73,58,49,40,79,82,54,85,80,70,83,79,86,79,77,55,41,51
Jordan McLaughlin,75,64,74,70,75,95,80,84,25,65,25,25,25,69,70,25,68,87,40,70,52,74,50,72,72,52,74,80,70,83,83,84,70,80,75,34,48
Jordan Nwora,72,78,59,79,81,93,75,74,60,65,49,47,50,62,60,52,52,40,56,65,54,50,50,59,57,60,72,82,70,78,52,64,43,54,34,43,67
Jordan Poole,81,95,80,77,89,97,90,85,45,60,29,47,44,79,80,47,65,41,50,74,65,55,30,75,75,61,73,80,65,80,73,78,72,73,67,34,48
Jordan Schakel,67,68,75,79,79,70,45,72,25,65,28,54,34,50,70,53,60,32,27,65,58,57,40,55,55,33,69,83,73,80,59,64,54,57,43,27,54
Jose Alvarado,76,79,72,75,82,75,60,79,25,30,35,30,30,54,78,31,78,92,45,82,75,78,75,76,76,42,78,80,79,80,75,73,75,68,72,37,50
Josh Christopher,76,89,76,77,78,75,75,80,40,85,25,62,44,65,83,49,67,73,42,78,60,65,50,84,84,55,81,88,72,80,68,75,78,62,63,47,47
Josh Giddey,81,86,79,70,70,96,90,84,45,65,55,58,55,82,95,50,69,42,51,70,69,66,60,76,76,60,74,88,85,80,85,83,76,85,87,52,75
Josh Green,74,80,74,75,77,90,75,80,30,80,35,34,30,69,95,35,75,76,51,81,79,63,60,86,86,60,80,89,90,83,70,70,72,70,50,52,52
Josh Hart,80,79,74,73,85,80,75,86,25,70,39,58,42,84,95,46,72,46,42,77,70,70,65,81,83,44,69,90,95,82,73,78,79,75,67,45,79
Josh Jackson,73,60,77,70,70,65,65,84,55,75,50,54,59,59,85,62,74,42,58,72,68,75,55,81,81,53,86,80,75,80,55,69,68,44,50,37,68
Josh Okogie,71,71,69,71,60,80,45,70,30,75,30,32,28,40,70,50,81,66,62,83,81,84,75,90,90,46,92,80,75,82,69,76,81,62,33,58,51
Josh Richardson,76,82,84,83,82,75,65,75,50,78,30,48,32,35,80,69,84,46,58,85,80,80,80,80,80,57,72,95,80,83,69,78,79,68,37,37,48
Joshua Primo,72,68,77,77,75,85,75,69,40,60,34,34,34,39,95,44,70,38,67,77,70,55,60,76,76,27,71,85,85,80,64,70,73,64,43,46,41
Jrue Holiday,85,97,95,84,71,85,85,79,25,65,30,72,40,35,81,44,95,66,56,96,89,93,95,79,79,49,68,90,86,80,75,86,79,76,77,40,54
Juan Toscano,73,86,65,72,65,95,70,68,40,88,30,44,58,50,69,67,67,73,57,69,68,60,60,68,69,62,70,85,95,83,69,68,64,62,66,42,64
Juancho Hernangomez,72,69,68,66,64,75,55,72,60,70,70,68,70,42,72,64,64,49,57,66,62,47,55,62,62,60,70,80,80,83,55,64,47,62,30,68,73
Julius Randle,82,82,72,72,76,70,80,87,85,80,79,60,86,82,85,77,73,38,56,76,73,52,75,73,76,87,69,95,90,84,74,77,68,84,72,52,86
Justin Anderson,72,63,60,66,74,78,50,58,50,70,38,42,39,36,81,48,74,66,63,76,72,70,65,73,75,75,97,88,90,87,65,68,66,58,33,51,61
Justin Champagnie,69,70,67,71,71,75,50,74,65,75,48,44,40,45,75,49,52,37,58,68,55,52,40,73,73,40,78,80,92,80,62,65,66,62,28,78,64
Justin Holiday,73,72,85,76,82,80,75,73,60,73,40,42,43,50,63,60,75,41,51,75,74,78,65,53,71,45,82,85,80,78,65,72,50,69,37,32,47
Justise Winslow,76,85,52,60,59,75,60,74,40,70,42,44,48,62,87,63,79,70,72,80,77,78,70,75,75,65,74,90,80,82,75,74,73,64,62,56,80
Jusuf Nurkic,83,94,68,65,75,95,85,68,75,65,80,72,80,70,85,78,45,56,61,49,79,60,70,51,37,90,50,86,75,72,60,40,25,82,62,76,94
Juwan Morgan,70,69,71,70,69,85,50,60,70,65,54,52,57,47,74,65,57,54,71,57,64,68,50,59,59,50,65,80,75,79,38,54,43,55,30,70,70
Kai Jones,72,68,69,69,69,60,60,64,80,80,41,40,40,42,37,78,47,42,77,65,84,67,65,66,66,65,69,84,75,80,38,35,57,48,30,75,70
Karl-Anthony Towns,89,95,79,88,82,80,98,85,90,75,86,84,86,85,98,69,50,42,72,61,79,60,55,76,76,87,70,98,95,82,60,65,66,79,69,66,80
Kawhi Leonard,95,98,93,83,88,96,98,90,55,85,65,88,89,90,98,79,97,85,51,97,97,97,98,84,84,79,79,94,85,82,79,86,83,78,72,42,68
Keifer Sykes,71,61,72,73,87,85,60,76,25,25,25,40,25,37,80,25,60,37,42,65,52,52,40,86,86,42,81,85,85,78,80,78,86,80,59,34,47
Keita Bates-Diop,75,81,72,79,69,75,65,74,55,65,54,63,60,50,70,63,63,43,57,74,60,60,35,77,77,60,72,80,70,76,58,66,66,56,29,57,73
Kelan Martin,72,60,89,72,78,85,65,79,40,60,32,47,39,40,65,40,69,42,56,72,68,37,45,57,59,44,67,80,70,83,65,66,53,62,33,45,44
Keldon Johnson,82,85,90,87,65,80,90,85,65,65,52,54,60,72,95,63,69,38,35,75,64,51,65,76,78,70,71,90,95,80,74,79,73,74,35,41,67
Keljin Blevins,69,65,69,68,74,75,60,68,45,65,40,45,49,55,69,60,69,25,40,72,70,68,50,72,72,68,79,85,65,80,66,71,69,65,35,39,47
Kelly Olynyk,78,71,71,75,60,98,90,75,70,60,79,79,79,79,78,70,50,59,62,35,66,45,65,31,33,70,55,89,88,82,60,42,25,66,72,62,72
Kelly Oubre Jr.,78,86,76,80,63,94,90,86,40,84,35,42,33,74,88,49,74,56,52,76,70,75,55,72,82,58,95,90,75,84,70,78,69,80,31,45,53
Kemba Walker,78,72,78,80,80,70,70,79,25,30,28,60,35,50,88,32,69,42,40,73,65,68,50,85,85,50,81,93,90,86,80,88,85,80,71,32,53
Kendrick Nunn,78,84,88,81,92,95,80,89,25,75,42,47,40,37,75,35,62,46,47,69,57,57,45,75,75,55,76,95,70,82,70,82,69,72,57,32,52
Kenrich Williams,76,93,79,77,53,75,75,70,40,65,40,52,54,55,90,62,63,59,47,75,60,60,45,66,66,63,72,80,90,80,69,69,63,69,62,61,61
Kent Bazemore,72,69,52,79,68,75,50,77,35,75,30,47,70,50,84,45,77,63,51,79,77,68,75,80,80,46,82,88,89,82,75,73,77,70,36,35,51
Kentavious Caldwell-Pope,76,66,86,84,90,80,75,76,35,73,35,58,35,40,80,45,84,53,50,84,82,82,80,85,82,60,69,92,85,84,75,75,80,82,35,34,52
Kenyon Martin Jr.,76,70,68,72,58,95,85,74,65,80,44,44,44,55,75,50,67,38,62,70,62,44,40,83,83,62,82,80,60,81,64,76,69,64,41,57,65
Keon Johnson,72,66,68,74,71,60,35,70,35,85,35,35,35,45,80,45,70,76,52,83,69,68,65,97,97,40,99,88,85,80,75,75,84,82,55,48,53
Kessler Edwards,72,64,72,79,80,70,75,68,60,65,50,50,50,45,80,59,63,49,63,70,67,66,45,72,72,77,70,80,75,80,50,64,59,64,28,47,60
Kevin Durant,96,97,98,88,88,90,98,95,60,85,74,86,86,92,98,68,85,36,62,85,85,75,85,80,80,63,77,94,85,88,78,92,80,88,73,52,73
Kevin Huerter,76,93,80,80,79,80,85,73,30,65,25,58,35,45,80,44,64,37,51,72,63,64,35,84,78,50,75,85,75,83,74,76,72,76,54,33,50
Kevin Knox II,71,55,55,75,65,50,40,67,65,75,59,52,68,49,78,57,69,37,47,72,68,69,40,75,75,70,80,90,73,82,59,75,72,60,29,60,62
Kevin Love,81,85,75,83,94,75,85,72,75,50,77,85,85,79,95,69,50,35,50,54,75,57,50,66,38,77,70,88,96,77,65,52,33,77,61,53,91
Kevin Porter Jr.,78,55,60,82,63,90,85,79,40,80,25,62,44,79,83,44,69,56,45,75,64,60,40,85,85,52,75,88,72,80,82,82,83,82,82,37,54
Kevon Looney,77,93,57,69,56,88,70,78,75,70,55,52,62,52,66,69,46,42,73,62,74,64,60,58,69,74,63,85,96,84,55,61,48,66,42,90,87
Khem Birch,76,80,68,55,73,75,60,69,85,70,61,60,60,64,85,77,48,59,62,57,79,60,65,71,67,73,78,82,90,83,25,32,34,40,37,84,59
Khris Middleton,86,85,90,81,88,80,80,84,40,65,67,80,83,65,85,72,85,56,47,85,83,80,85,71,72,73,66,92,80,90,78,77,71,70,72,36,65
Killian Hayes,71,68,72,72,91,65,40,74,25,60,35,55,60,45,85,49,69,59,58,73,69,70,55,75,75,56,70,89,85,83,82,83,74,84,72,34,53
Killian Tillie,69,62,72,77,78,70,70,57,75,60,69,68,69,50,80,49,32,80,70,34,50,54,30,50,50,60,71,80,75,80,50,60,33,60,31,48,47
Kira Lewis Jr.,72,78,60,70,80,65,50,73,25,45,25,45,32,50,86,34,67,40,30,75,68,65,40,92,93,49,70,85,80,84,75,86,82,75,72,34,56
Klay Thompson,83,77,80,88,89,75,80,86,35,65,35,65,64,36,90,70,87,72,58,87,85,86,85,71,74,62,67,91,85,94,77,76,71,77,70,35,61
Kris Dunn,76,84,79,65,74,55,40,70,40,55,39,60,42,44,80,40,85,93,52,86,83,93,80,83,83,56,83,85,75,84,75,86,82,84,68,34,63
Kristaps Porzingis,86,87,72,77,88,95,75,79,90,75,83,88,87,75,98,78,56,41,86,62,82,60,65,66,65,74,78,94,85,77,50,68,56,40,44,59,80
Kyle Anderson,79,81,60,76,66,95,80,79,55,45,45,48,41,69,70,60,79,73,65,80,78,75,75,66,67,62,66,85,64,83,78,81,65,79,62,47,79
Kyle Kuzma,82,92,77,79,74,95,95,85,75,75,52,55,55,79,90,61,63,37,62,71,65,44,55,72,74,74,75,85,95,83,66,77,67,78,56,43,85
Kyle Lowry,82,92,81,80,88,70,60,80,25,25,38,44,40,50,95,68,86,49,51,86,86,84,85,84,84,67,72,96,97,79,80,86,84,80,79,34,57
Kyrie Irving,92,97,96,84,93,90,98,95,25,30,35,70,64,80,96,32,73,52,56,76,75,86,60,85,85,37,81,97,87,80,88,99,85,89,72,33,56
LaMarcus Aldridge,79,91,93,74,83,80,60,70,70,69,87,89,87,62,92,74,48,35,81,52,77,70,60,43,46,87,62,75,80,80,55,42,38,70,32,61,72
LaMelo Ball,86,82,74,82,86,90,95,89,45,65,52,58,52,72,98,45,79,73,51,83,79,89,75,84,84,50,79,91,85,82,90,86,84,90,80,51,69
Lamar Stevens,75,72,79,71,72,74,65,68,65,80,61,58,64,45,86,60,69,49,53,71,66,65,55,79,79,60,91,80,90,80,62,67,69,55,32,52,52
Lance Stephenson,76,81,77,70,71,80,70,79,50,74,47,63,55,68,90,48,74,58,30,75,70,71,65,76,76,70,70,85,84,91,78,87,74,78,77,36,66
Landry Shamet,75,79,74,81,86,94,85,79,35,50,30,38,26,62,76,25,60,38,35,76,57,50,35,85,85,41,80,85,81,81,79,78,82,77,40,31,46
Larry Nance Jr.,77,88,79,73,61,95,70,72,85,85,58,54,69,60,78,68,48,66,53,61,75,89,55,65,60,69,86,88,85,83,69,64,49,70,46,61,76
Lauri Markkanen,79,70,84,79,86,75,65,68,70,70,73,74,74,82,85,66,49,40,55,55,66,54,45,63,60,61,62,85,58,80,55,65,42,70,35,46,62
LeBron James,96,91,80,79,77,98,95,97,75,90,78,90,87,95,98,82,89,70,65,88,90,97,70,87,87,89,89,99,90,97,90,87,85,94,77,41,74
Leandro Bolmaro,72,70,70,74,83,55,60,76,30,60,55,60,44,52,80,52,71,46,25,73,62,74,60,68,68,38,54,85,70,80,74,76,67,79,34,66,57
Lindell Wigginton,69,67,68,79,69,70,65,79,30,60,25,40,25,50,75,27,68,70,62,72,68,67,50,75,75,44,72,84,71,84,69,75,74,70,65,37,42
Lindy Waters III,71,74,77,79,85,50,60,70,25,65,28,54,34,40,70,53,67,32,27,69,62,62,40,60,60,33,67,83,70,80,59,64,50,57,43,27,54
Lonnie Walker IV,76,84,74,75,83,75,70,82,40,75,48,53,48,67,75,55,74,42,51,78,62,65,35,91,91,64,83,85,65,82,70,78,77,67,54,30,51
Lonzo Ball,82,55,65,86,79,92,85,79,30,75,35,44,40,59,84,60,86,80,62,86,85,90,85,85,85,52,80,93,70,80,88,86,85,89,69,40,61
Lou Williams,75,78,76,79,86,60,65,79,25,45,25,60,30,65,88,25,60,53,37,74,60,48,45,80,80,31,72,85,64,77,75,87,80,79,69,36,48
Luguentz Dort,79,83,63,77,84,90,75,86,50,85,40,38,44,60,72,52,83,42,50,86,82,82,80,79,78,70,87,92,94,80,62,72,76,62,37,36,52
Luka Doncic,95,97,85,86,82,98,98,95,55,75,74,79,82,96,98,48,73,59,61,75,73,69,65,83,83,70,72,98,98,85,88,94,83,97,95,59,87
Luka Garza,73,82,70,74,70,85,85,69,60,45,69,69,69,59,73,54,30,40,40,32,52,56,30,40,40,66,48,80,58,80,55,35,34,55,35,85,55
Luke Kennard,77,92,80,88,90,95,85,75,30,60,28,50,35,69,95,35,51,38,32,65,50,50,45,69,68,40,60,92,85,80,76,78,66,79,44,29,55
Luke Kornet,70,73,56,70,83,60,70,60,75,60,69,68,69,68,85,74,32,32,88,34,76,54,70,38,37,66,62,85,85,77,50,43,33,60,38,47,68
Malachi Flynn,74,89,79,76,83,84,80,84,25,25,25,37,25,69,73,27,69,66,50,76,69,68,55,73,73,44,65,83,70,82,74,76,73,73,62,37,53
Malcolm Brogdon,83,88,88,81,87,90,85,87,40,70,44,45,40,92,92,65,77,41,51,80,77,74,65,77,77,56,72,93,95,84,89,86,77,92,78,40,62
